Census Tract,Rural~Urban,Access to Care,Employment Accessibility,Affordability,Air Quality,Population Churning,Education,Food Accessibility,Income Inequality,Job Participation,Population Density,Segregation,Material Deprivation,Walkability,Community Environment Profile,Consumer Opportunity Profile,Economic Opportunity Profile,Wellness Disparity Profile,Health Opportunity Index
51169030600,Urban,0.352816287361,0.045318127251,0.458458458458,0.871623124937,0.81679389313,0.650894136651,0.789680041875,0.428744939271,0.482,0.002289755067,0.749741534406,0.419070647075,0.090114917,0.2927654982,0.4657870623,0.243101618,0.3257932953,0.3504858239
51013102600,Urban,0.436924398537,0.131542219121,0.638638638639,0.630040585487,0.783715012723,0.740245885945,0.933302447075,0.511201079622,0.8,0.143329561493,0.928662079023,0.288579606063,0.392304625,0.521875882,0.6380775578,0.3446825665,0.2942374863,0.3506837516
51540001000,Urban,0.675819966051,0.066882853668,0.63963963964,0.176359589852,0.735368956743,0.865846393383,0.933302447075,0.336842105263,0.74,0.038948045213,0.76791303446,0.398595668278,0.346243806,0.5604671039,0.8174980256,0.1941756398,0.5455637792,0.350694005
51089011300,Rural,0.241497866566,0.086143187067,0.427427427427,0.886147281714,0.91475826972,0.652750740649,0.942138730033,0.376923076923,0.598,0.00130034102,0.808828218452,0.349587534223,0.103184589,0.3060630042,0.5163840768,0.2500550814,0.216744682,0.3508468869
51087200104,Urban,0.502744828938,0.099555335968,0.554554554555,0.712158009339,0.615776081425,0.759625980389,0.941157233675,0.475843454791,0.653,0.03331138337,0.933875966146,0.351844222092,0.186278943,0.4359647075,0.6197961385,0.2866973678,0.3382513294,0.3509732194
51520020100,Urban,0.293508376372,0.079215205395,0.481481481481,0.749959045293,0.73155216285,0.672419939058,0.983445894158,0.538326585695,0.595,0.018758890568,0.727577586379,0.288389948737,0.202695997,0.3779048745,0.5312698871,0.2821550616,0.2950365986,0.3510868697
51710003600,Urban,0.464126324045,0.107187222715,0.514514514515,0.76247931363,0.516539440204,0.848255487094,0.933302447075,0.39689608637,0.7,0.051282962423,0.433572893094,0.34706371959,0.468553787,0.5136549443,0.6530168548,0.2707713034,0.5658685985,0.351357556
51800065500,Urban,0.449152946822,0.113369565217,0.188188188188,0.866723129665,0.871501272265,0.654830394155,0.9901855615,0.405398110661,0.684,0.045881716717,0.577534202808,0.131054179603,0.221156667,0.3818972348,0.3861099034,0.291766611,0.4818754818,0.3517212533
51199050500,Urban,0.317802950175,0.094926505453,0.415415415415,0.872643360951,0.708651399491,0.720534484565,0.942138730033,0.408771929825,0.693,0.010875781343,0.669745708505,0.257716589574,0.128308268,0.3688602633,0.5055884104,0.2758763279,0.3417396117,0.3517459379
51510200102,Urban,0.464408159159,0.123707370737,0.576576576577,0.670120719129,0.756997455471,0.734769900689,0.933302447075,0.485695006748,0.823,0.150295436147,0.915115454406,0.325623521199,0.328239262,0.5063323055,0.6203354928,0.3396121544,0.320630015,0.3517587126
51800075802,Urban,0.147187582229,0.096637608966,0.36036036036,0.971062347826,0.697201017812,0.63900177503,0.942138730033,0.42334682861,0.573,0.000373112368,0.683035832188,0.469844402452,0.053084487,0.2881823659,0.4590091827,0.2731082752,0.2139874309,0.3519530658
51163930200,Rural,0.180381567339,0.084813753582,0.544544544545,0.912421563606,0.903307888041,0.711240192302,0.958721980764,0.376518218623,0.504,0.000363118287,0.925976871114,0.462145030475,0.057506536,0.2879049541,0.6344204815,0.225185238,0.113699183,0.3522324951
51059452802,Urban,0.446623525041,0.088593576966,0.633633633634,0.859970869345,0.941475826972,0.756115019923,0.933302447075,0.414844804318,0.537,0.153668993807,0.757805016776,0.308397665032,0.316888142,0.423829038,0.6848324192,0.2523654092,0.3881993395,0.3525829112
51510201202,Urban,0.421045537331,0.138310708899,0.670670670671,0.640125150472,0.729007633588,0.860222017034,0.933302447075,0.453576248313,0.796,0.179927887151,0.914027354516,0.479713645748,0.439706473,0.555858173,0.7804826898,0.3224984253,0.2904374586,0.3527731428
51125950300,Urban,0.412137096982,0.044891735285,0.398398398398,0.903534421244,0.860050890585,0.653753374332,0.980389961443,0.429419703104,0.527,0.000322031508,0.902512897513,0.418217182972,0.093799986,0.2991916768,0.5627400598,0.2300784411,0.2899895744,0.352794802
51035080300,Rural,0.329823185549,0.028627355028,0.375375375375,0.906623464143,0.874045801527,0.662659617082,0.999552870746,0.442780026991,0.539,0.000755108364,0.858528333948,0.433971043051,0.046074242,0.280046989,0.5715117144,0.2201668936,0.2540417981,0.3528752268
51089010900,Rural,0.217916587125,0.077403846154,0.427427427427,0.89619826482,0.950381679389,0.664160953746,0.942138730033,0.319028340081,0.477,0.001183743405,0.729636293014,0.451297188915,0.06580759,0.271908998,0.5585554111,0.2035515127,0.2403873906,0.3529639794
51169030300,Urban,0.495810524252,0.031896551724,0.494494494494,0.903031130642,0.947837150127,0.631174784776,0.985531128287,0.385829959514,0.458,0.000298711985,0.966442437699,0.34048727437,0.026269603,0.27664975,0.5964397533,0.1955262913,0.3167355469,0.353031261
51810045810,Urban,0.35177923733,0.135441176471,0.365365365365,0.834174452362,0.872773536896,0.672154523211,0.933302447075,0.390553306343,0.788,0.081145277297,0.663680382574,0.26068598976,0.365356176,0.4340552877,0.4728823609,0.3234952678,0.3689226404,0.3535352313
51810044001,Urban,0.313710214169,0.136999147485,0.504504504505,0.799757350668,0.477099236641,0.752014470337,0.933302447075,0.537651821862,0.837,0.095250257348,0.7148633337,0.405324939613,0.356763515,0.4959066537,0.5554034195,0.3704933623,0.315841478,0.353662274
51035080602,Rural,0.193346627524,0.034757981462,0.39039039039,0.937870144299,0.926208651399,0.645975339524,0.942138730033,0.445479082321,0.546,0.001096017581,0.763036811297,0.427194409261,0.081066698,0.2642797258,0.523738434,0.234055284,0.2059415798,0.3538631853
51710006400,Urban,0.458326454063,0.132706374086,0.42042042042,0.776868385492,0.699745547074,0.708869038789,0.664896347886,0.437921727395,0.63,0.049973737775,0.659780692346,0.291961808372,0.257008784,0.4144115231,0.3491306362,0.3393974464,0.446459761,0.35395424
51760020600,Urban,0.502319819006,0.1004784689,0.623623623624,0.557208541203,0.662849872774,0.765485168623,0.933302447075,0.464777327935,0.748,0.111808229127,0.75099762888,0.453750121603,0.466090374,0.5348054717,0.7035816227,0.2953508077,0.4311616056,0.3540793253
51027010700,Rural,0.260031266285,0.008420441347,0.456456456456,0.906127832336,0.977099236641,0.613345472541,0.905828808002,0.48326585695,0.487,0.000507477238,0.959670478107,0.495798617594,0.041571419,0.24076565,0.5477699237,0.2273326802,0.153003064,0.3543362482
51019030501,Urban,0,0.092491528447,0.374374374374,0.880248839226,0.852417302799,0.65753900807,0.942138730033,0.439271255061,0.647,0.000667382539,0.645233185887,0.409862037193,0.094517666,0.2936054064,0.471884815,0.2765842256,0.1288887795,0.3545358781
51059421600,Urban,0.436986956903,0.127421292958,0.478478478478,0.70050699294,0.839694656489,0.657224527866,0.933302447075,0.568016194332,0.781,0.217896512399,0.840248616524,0.278015784938,0.30340789,0.4857805323,0.5086551024,0.3726155198,0.3393454852,0.3546075622
51690000200,Rural,0.210292850546,0.076953907816,0.715715715716,0.842561931534,0.725190839695,0.640453611692,0.939473111154,0.316464237517,0.508,0.015026656436,0.266124549176,0.154244646252,0.122445349,0.3380120806,0.5566323547,0.1945353188,0.4712298843,0.3546815082
51179010304,Urban,0.256790484937,0.090553745928,0.423423423423,0.927587666578,0.75572519084,0.726473776762,0.890923068461,0.465182186235,0.572,0.015012220541,0.788837635939,0.407169640441,0.140400074,0.3316743453,0.5163622022,0.2828410456,0.2377772666,0.3546897075
51810041600,Urban,0.403809095084,0.08381999313,0.514514514515,0.828931022046,0.881679389313,0.759134356617,0.996340880616,0.283400809717,0.585,0.030994977419,0.797680541035,0.497108276062,0.266769808,0.3809191852,0.7258354523,0.2021478009,0.3375166553,0.3547100806
51520020300,Urban,0.29816220288,0.076465201465,0.213213213213,0.793780772121,0.753180661578,0.609839630888,0.324608001922,0.39689608637,0.542,0.018425754525,0.04133388215,0.258872967001,0.168065836,0.3068500596,0,0.3231769994,0.6481094628,0.3548708421
51059421500,Urban,0.431178057879,0.106229121635,0.496496496496,0.717512703226,0.872773536896,0.680258800599,0.933302447075,0.400539811066,0.723,0.156334082149,0.581746950428,0.293606405581,0.349301451,0.462761389,0.5647166888,0.2890815391,0.4669828158,0.3549363314
51089011000,Rural,0.220786532796,0.074503311258,0.402402402402,0.89532821471,0.889312977099,0.648831473244,0.942138730033,0.495816464238,0.482,0.002160942464,0.833387119942,0.345647603733,0.042588653,0.2746720299,0.4799636169,0.2618920091,0.1895414106,0.355003857
51175200500,Rural,0.231907733504,0.0742987606,0.404404404404,0.903369764204,0.910941475827,0.647999230653,0.820224396943,0.418623481781,0.61,0.000266508834,0.874736461717,0.407875473785,0.054906819,0.2812596018,0.4456252919,0.2774502052,0.1763516934,0.3550910507
51071930300,Urban,0.259312167538,0.050275845527,0.482482482482,0.892679460697,0.828244274809,0.672503092525,0.942138730033,0.493252361673,0.503,0.003494597089,0.852425647258,0.443753802052,0.108750926,0.2959501156,0.5674230638,0.2484312009,0.2071550121,0.3562408419
51550020300,Urban,0.458326454063,0.130769230769,0.273273273273,0.717458862229,0.76844783715,0.657595587279,0.999174575085,0.379487179487,0.723,0.038482765207,0.545342111822,0.259607682975,0.324974356,0.4351430483,0.4565155406,0.2909065328,0.5047881979,0.3565018407
51159040200,Rural,0.391256146198,0.019293325855,0.566566566567,0.89370780806,0.885496183206,0.594967521683,0.942138730033,0.507827260459,0.384,0.001028279919,0.93627748995,0.420091385501,0.086103281,0.265985023,0.5742366239,0.2212439314,0.257973965,0.3566268922
51670820300,Urban,0.457527383796,0.0753125,0.279279279279,0.736161710926,0.767175572519,0.638514943337,0.933302447075,0.438191632928,0.595,0.027802423676,0.309493948524,0.171866178686,0.292103853,0.3931888307,0.3934528039,0.2601076132,0.6244315391,0.3568975219
51760010200,Urban,0.501674242463,0.08339184445,0.407407407407,0.537784332481,0.734096692112,0.768148638973,0.759393862153,0.454385964912,0.565,0.0380652347,0.655661990774,0.38364103592,0.191634514,0.4182197566,0.4888583606,0.267684533,0.479295665,0.3569011071
51089010100,Rural,0.212818402737,0.0849272671,0.469469469469,0.840893158441,0.727735368957,0.676206062895,0.885891007135,0.494331983806,0.66,0.012037315679,0.680541679469,0.296208708695,0.123537213,0.3445380518,0.4640035771,0.2985887336,0.2617955541,0.357090286
51087200112,Urban,0.478127789329,0.097152428811,0.506506506507,0.77870485731,0.748091603053,0.795235268222,0.988691105033,0.398110661269,0.54,0.032476322356,0.836931238811,0.385110954916,0.180560676,0.3974386788,0.6756212033,0.2348258125,0.3702080735,0.357431451
51089010800,Rural,0.207113337702,0.091973559962,0.383383383383,0.865273162015,0.909669211196,0.645688032588,0.540703330468,0.458974358974,0.525,0.002740599178,0.787307133134,0.463788618891,0.112881301,0.2738791295,0.2749483337,0.3250009104,0.2033327562,0.3575719291
51025930100,Urban,0.332544152018,0.063503649635,0.36036036036,0.906559975799,0.997455470738,0.648858755423,0.82304769021,0.341160593792,0.573,0.000208765253,0.836231690812,0.430270416822,0.082194124,0.2741731762,0.4681397325,0.2420181993,0.2673355771,0.3578737669
51059451501,Urban,0.46922708816,0.133169774289,0.561561561562,0.795077778011,0.826972010178,0.713448197296,0.933302447075,0.397165991903,0.812,0.20014702404,0.760065986829,0.262380712411,0.254364891,0.4787545612,0.5907536897,0.3239148371,0.403074459,0.3579323525
51083930302,Rural,0.231855494043,0.084788956729,0.45045045045,0.930196489049,0.966921119593,0.694718736529,0.927204030631,0.304048582996,0.555,0.000618522586,0.898313934725,0.486540394476,0.03282202,0.2726381671,0.5915512031,0.2199124418,0.164297401,0.3579445782
51775010300,Urban,0.547500503047,0.079608404967,0.526526526527,0.439104406869,0.69465648855,0.69266805332,0.819402989498,0.493252361673,0.597,0.01534757749,0.807938001753,0.351466278281,0.166382679,0.4268539339,0.5157247801,0.2738572841,0.4341758356,0.358139959
51171040600,Urban,0.223083134264,0.056053653371,0.566566566567,0.896403584621,0.852417302799,0.706440216959,0.942138730033,0.388798920378,0.651,0.001780056922,0.927909968301,0.490839752255,0.096557209,0.3117971891,0.652881834,0.239079994,0.1429923166,0.3583109426
51185020900,Rural,0.447280710353,0.011497890295,0.452452452452,0.901396076145,0.838422391858,0.602999427782,0.942138730033,0.468286099865,0.483,0.000999408128,0.72512208272,0.321428361609,0.084663213,0.283274022,0.5103828359,0.2202978871,0.4053235625,0.3584130305
51720960100,Urban,0.385785191338,0.016403402187,0.543543543544,0.876147675377,0.796437659033,0.692266662223,0.866305788291,0.327665317139,0.608,0.011397694476,0.520470152941,0.388482407489,0.180443573,0.3342030864,0.5942314395,0.1972303275,0.4660283746,0.3585966104
51087200804,Urban,0.501218275814,0.10097647581,0.397397397397,0.725714214779,0.550890585242,0.666987518158,0.996110114854,0.39338731444,0.76,0.032453002833,0.650736812135,0.371998948232,0.166955674,0.4251313199,0.5276493895,0.2805965341,0.481482677,0.3588107986
51013102801,Urban,0.452260872257,0.110755070735,0.552552552553,0.693314883685,0.798982188295,0.778086158972,0.933302447075,0.482051282051,0.808,0.256692425486,0.750441082405,0.34383976216,0.231596504,0.5049701558,0.6484343423,0.3258617637,0.3959499546,0.3589730666
51031020401,Urban,0.352218435757,0.100637213254,0.48048048048,0.945290920341,0.726463104326,0.6764260629,0.71009741803,0.460188933873,0.67,0.014656875428,0.867832451168,0.361636674383,0.151742212,0.3423993182,0.3963152781,0.337110257,0.2651793728,0.3589787526
51510200702,Urban,0.421735614155,0.082872928177,0.698698698699,0.914578418446,0.391857506361,0.878409591652,0.933302447075,0.589338731444,0.754,0.103934003529,0.794051394232,0.403111927073,0.339127911,0.4996601647,0.730382652,0.3342712183,0.352077567,0.3590188193
51059482203,Urban,0.513471976432,0.101597981497,0.704704704705,0.926999747145,0.60941475827,0.865891700315,0.933302447075,0.456545209177,0.733,0.190684849972,0.806354678565,0.562804644407,0.542365282,0.538671503,0.8243258978,0.3114152601,0.4108542213,0.3592485992
51003011302,Urban,0.669369360073,0.105374077977,0.42042042042,0.972323419204,0.711195928753,0.738014628476,0.675557283392,0.319568151147,0.643,0.04141325193,0.816049151298,0.326252759005,0.159608911,0.3789624062,0.4215690568,0.2992099471,0.5164552484,0.3592744011
51095080102,Urban,0.294718913006,0.118814709032,0.421421421421,0.867405190637,0.797709923664,0.665202250796,0.55794871629,0.385425101215,0.601,0.005251334487,0.735834334722,0.382207894783,0.071081318,0.3074282159,0.2818292747,0.3266172586,0.2916865552,0.3593798056
51077060300,Rural,0.146581346514,0.026223972988,0.492492492492,0.922233884589,0.966921119593,0.624737660886,0.660164303088,0.469770580297,0.464,0.000247631125,0.789739447357,0.508844677538,0.044091798,0.2223171618,0.4122575389,0.2602632144,0.1591715807,0.3594986884
51015070100,Urban,0.410586681388,0.035020936429,0.433433433433,0.917151348558,0.874045801527,0.614554437912,0.979008231822,0.501214574899,0.23,0.015309822072,0.745550687921,0.385964982048,0.012908892,0.2399593557,0.5244942922,0.1976691111,0.368892614,0.3597366358
51810044200,Urban,0.307527899742,0.123746532964,0.463463463463,0.843755406366,0.740458015267,0.741294752303,0.973337958973,0.431578947368,0.754,0.061662371062,0.706218827116,0.292265714127,0.247785127,0.4202035392,0.562583984,0.3077974306,0.3158638181,0.3598289542
51041100107,Urban,0.509214782864,0.135354691076,0.392392392392,0.708941252623,0.599236641221,0.70754500906,0.933302447075,0.482726045884,0.823,0.020032580705,0.962102405838,0.308506107679,0.173653109,0.4431398595,0.4831855638,0.3494210052,0.3284521899,0.359917565
51059421701,Urban,0.439775641191,0.100408639813,0.513513513514,0.861006280098,0.863867684478,0.630825507541,0.933302447075,0.524156545209,0.806,0.185275831091,0.80959089325,0.288618210678,0.361332452,0.4548902411,0.5269438513,0.357499033,0.3569488571,0.3599456823
51157950200,Urban,0.299112187144,0.068010335917,0.485485485485,0.907808104139,0.900763358779,0.734280400679,0.795068500648,0.323886639676,0.599,0.000346461484,0.888921826477,0.539516617565,0.110822625,0.3023217028,0.5785616954,0.2392046362,0.2167742155,0.3601745054
51810045407,Urban,0.348460419257,0.099372197309,0.406406406406,0.78497760738,0.846055979644,0.715643132983,0.900614109871,0.453171390013,0.743,0.05154058763,0.912930236512,0.462938479689,0.273355482,0.398886675,0.5555910162,0.3116612396,0.2395286909,0.3603701348
51840000302,Urban,0.439217775347,0.092514124294,0.48048048048,0.763540667151,0.72010178117,0.739300757214,0.961921934057,0.403373819163,0.62,0.027824632745,0.735834334722,0.359770344264,0.174608235,0.3933690166,0.6009404853,0.2530597671,0.3941464239,0.360501028
51013103100,Urban,0.42647199191,0.097227281927,0.65965965966,0.581363464857,0.807888040712,0.741132965171,0.933302447075,0.460593792173,0.753,0.098198511326,0.886266378344,0.326634058277,0.247058665,0.4654129822,0.6705264778,0.2900093416,0.3084347463,0.3605707018
51810045603,Urban,0.394198969141,0.118056562727,0.5995995996,0.963223828199,0.538167938931,0.76260060916,0.933302447075,0.464777327935,0.817,0.063727814528,0.762086044403,0.355951393533,0.37715731,0.46677717,0.615736894,0.340514,0.3488446319,0.3609041602
51660000402,Urban,0.454420748224,0.093121693122,0.451451451451,0.863690834221,0.641221374046,0.68955407306,0.983001326033,0.460188933873,0.734,0.040359431581,0.713300623344,0.252635620587,0.185475715,0.4044443002,0.5243007857,0.299994796,0.4164116562,0.3611084274
51041100907,Urban,0.511346926772,0.079774305556,0.570570570571,0.753739417735,0.806615776081,0.731146054082,0.791813383542,0.446963562753,0.59,0.016856683764,0.959371592038,0.325935333581,0.141739535,0.3724825647,0.5447762881,0.2786556301,0.3313559042,0.3615610944
51760070602,Urban,0.510423384704,0.080749885688,0.51951951952,0.911276782423,0.562340966921,0.599333868304,0.933302447075,0.599865047233,0.599,0.043644152963,0.80005745827,0.241777320851,0.174708309,0.3772441696,0.4424719742,0.3335238788,0.4119021983,0.3616843912
51139030200,Urban,0.246018837163,0.044300518135,0.49049049049,0.891449766325,0.86641221374,0.660732057638,0.942138730033,0.410931174089,0.534,0.001783388282,0.719450977209,0.42954127108,0.081733557,0.2836816724,0.5728961872,0.2215153597,0.2655052395,0.3617573147
51790000500,Urban,0.453174095419,0.067213114754,0.591591591592,0.841635925507,0.76844783715,0.752011311921,0.99062312219,0.286639676113,0.5,0.029169391905,0.593746195483,0.435535644934,0.216160621,0.3706775686,0.7225290248,0.1764022727,0.4764636352,0.361887209
51630000302,Urban,0.234119204,0.098189563365,0.471471471471,0.854560696887,0.647582697201,0.734212875925,0.904820403741,0.467071524966,0.716,0.024663171699,0.65735868454,0.368422621503,0.173112003,0.3793751222,0.5248961047,0.3033425566,0.2887155107,0.3620397603
51760010300,Urban,0.503098251461,0.117117117117,0.315315315315,0.691783268512,0.774809160305,0.641432720622,0.946736418252,0.444534412955,0.764,0.029751269526,0.735074215858,0.158509115925,0.143062032,0.4047659854,0.4027136444,0.3151244863,0.4398296063,0.3620760638
51087201202,Urban,0.506945913455,0.127868852459,0.379379379379,0.662391632512,0.74427480916,0.651233938638,0.933302447075,0.45371120108,0.699,0.036761562319,0.918227992097,0.329450670765,0.130512297,0.4027510267,0.4671535859,0.3155355494,0.3492058425,0.3622478771
51061930100,Urban,0.279743600989,0.093612672458,0.424424424424,0.869114361713,0.870229007634,0.749246826718,0.999389160481,0.227800269906,0.667,0.001010512663,0.698955380303,0.478414773207,0.116371331,0.3337394864,0.657779561,0.2018067113,0.299864915,0.3622765547
51710000600,Urban,0.472324694689,0.15284499673,0.442442442442,0.807977860413,0.735368956743,0.674474543059,0.933302447075,0.509041835358,0.696,0.114996341056,0.835088966916,0.313112950975,0.324867604,0.4522775476,0.4897533502,0.3600892171,0.3670322622,0.3628199461
51133020200,Rural,0.278673659445,0.030892531876,0.614614614615,0.881318464507,0.991094147583,0.695124484062,0.942138730033,0.370310391363,0.64,0.000569662633,0.892484754555,0.373690006873,0.115985794,0.3031130889,0.6691417827,0.213929512,0.200465864,0.362873493
51111930200,Urban,0.394525949468,0.031927357938,0.449449449449,0.91293717159,0.964376590331,0.648747611856,0.999948561825,0.421727395412,0.545,0.000554116284,0.880487441953,0.338372361293,0.072558184,0.2813823262,0.5854264015,0.2179889491,0.2887282307,0.3629094567
51183870201,Urban,0.302363287397,0.035052023121,0.586586586587,0.903365992061,0.85368956743,0.639369512661,0.832193742232,0.555330634278,0.28,0.000169899382,0.923692067473,0.516919333058,0.078363068,0.2466715335,0.5450775249,0.2398114982,0.2013573585,0.3629256558
51161031101,Urban,0.456934046714,0.093973941368,0.525525525526,0.858930993811,0.688295165394,0.682618191735,0.998942657252,0.453846153846,0.663,0.029151624649,0.839010558279,0.339243414267,0.216825677,0.3931668636,0.5911806037,0.2854343948,0.354120405,0.3631653142
51175200200,Rural,0.232949298056,0.080945757997,0.38038038038,0.903004356109,0.933842239186,0.653252220856,0.789249001828,0.412415654521,0.541,0.00021098616,0.80473528292,0.466018965648,0.091680871,0.271105667,0.4344806799,0.2730173621,0.2127692817,0.3634889621
51710003400,Urban,0.464126324045,0.081302774427,0.224224224224,0.788754970139,0.848600508906,0.673713582648,0.933302447075,0.412415654521,0.558,0.058885126919,0.248856148841,0.264913327297,0.405164899,0.4014384104,0.4308637004,0.2543825076,0.660017258,0.3635781404
51117930300,Rural,0.2596133506,0.050074294205,0.428428428428,0.913941388073,0.905852417303,0.646357943492,0.999057418779,0.369905533063,0.54,0.000350903298,0.723771942199,0.432346673853,0.044794151,0.2688012375,0.5762491589,0.2086365135,0.2729423452,0.3637306122
51075400500,Urban,0.087476588983,0.053991922957,0.524524524525,0.868148104205,0.865139949109,0.721706147955,0.897653171902,0.476788124157,0.623,0.000488599529,0.933532504826,0.547299734077,0.049641639,0.2843075951,0.6103794609,0.2623692549,0.0439719646,0.3638711617
51027010300,Rural,0.240474360099,0,0.483483483483,0.906125337901,0.941475826972,0.604631348607,0.942138730033,0.427935222672,0.34,0.000803968317,0.648100946193,0.513504720013,0.016455888,0.2134127649,0.5729820679,0.1702464081,0.2979403597,0.3642930719
51121020300,Urban,0.390675707748,0.092631578947,0.524524524525,0.85262180857,0.606870229008,0.900312661392,0.97122050171,0.230634278003,0.665,0.044050578935,0.39263709627,0.398778848392,0.171047349,0.4215416506,0.7382355262,0.1902555531,0.5346515903,0.364440422
51760071001,Urban,0.508177087902,0.130125622185,0.42042042042,0.716817053928,0.613231552163,0.722652801439,0.995692681951,0.510391363023,0.665,0.070434953522,0.717928204216,0.290315241424,0.245755802,0.4522273731,0.5329027816,0.3183650089,0.4521700451,0.3648852694
51013101500,Urban,0.452743926034,0.134299655568,0.711711711712,0.544159256339,0.631043256997,0.883746279876,0.933302447075,0.411066126856,0.827,0.182793967573,0.678243348657,0.411534102716,0.352934563,0.5693265645,0.7862725191,0.298409943,0.433091086,0.3649323621
51700032127,Urban,0.487594740454,0.172325432415,0.492492492492,0.928044379707,0.376590330789,0.767463861732,0.969899498924,0.465856950067,0.777,0.099963021899,0.606144814165,0.375170808876,0.418127184,0.5154917323,0.5629072297,0.3661705234,0.4945508188,0.3650219684
51087200123,Urban,0.464492000268,0.107991660876,0.462462462462,0.777328429408,0.674300254453,0.718989529089,0.793547686569,0.522402159244,0.737,0.086017947149,0.789061800492,0.325803784902,0.225100085,0.4294065408,0.4558390653,0.3523586583,0.384938012,0.3652725154
51183870400,Urban,0.183371470289,0.071836734694,0.405405405405,0.877562788003,0.95165394402,0.639717265143,0.942138730033,0.42024291498,0.504,0.000777317433,0.689245447945,0.417170980961,0.108097758,0.2716565655,0.5101506184,0.2385128354,0.2364793636,0.3654218674
51117930200,Rural,0.247622137149,0.0240589524,0.489489489489,0.899512426762,0.947837150127,0.668418825117,0.848768342365,0.419703103914,0.617,0.005542273298,0.725093740076,0.407992607646,0.133052176,0.2867618241,0.5400147564,0.2393232354,0.2637660206,0.3654412429
51570830500,Urban,0.475944695824,0.090909090909,0.481481481481,0.762198086012,0.782442748092,0.683769488788,0.996004245838,0.500539811066,0.661,0.042806871042,0.87754496013,0.36013496887,0.29615509,0.4118437397,0.5918946693,0.2959105494,0.3479596149,0.3661686991
51195931300,Rural,0.521639390359,0.030698589702,0.496496496496,0.904904093545,0.89058524173,0.66034694872,0.942138730033,0.324156545209,0.483,0.00194884585,0.741839089788,0.412536948454,0.117586575,0.2970153282,0.6137392694,0.1834566583,0.4495285768,0.3664604591
51730811000,Urban,0.427405852883,0.141757272994,0.4994994995,0.821730917235,0.79262086514,0.696811241521,0.936436277742,0.433738191633,0.588,0.019787170487,0.932424822745,0.318042860474,0.179184151,0.3758528112,0.5357674923,0.3016423085,0.2855703265,0.366866324
51810046220,Urban,0.438017557618,0.089771547248,0.421421421421,0.889269705124,0.80534351145,0.716250692401,0.980163020677,0.420512820513,0.659,0.069294517802,0.668314404955,0.31936149933,0.248060138,0.3902942436,0.5699002003,0.2743765131,0.4277097577,0.3671436937
51630000400,Urban,0.238287397004,0.082524654832,0.49049049049,0.715527174171,0.820610687023,0.706659617954,0.84429551667,0.371390013495,0.644,0.035895408608,0.375540040104,0.354309359336,0.262706015,0.3798455318,0.519569792,0.2497773105,0.4353117811,0.3672036218
51059491202,Urban,0.569363684675,0.135055350554,0.506506506507,0.943779152838,0.318066157761,0.815091902279,0.933302447075,0.485560053981,0.804,0.058624170352,0.833349759184,0.412462999812,0.247862595,0.4803071784,0.5956687093,0.3550442907,0.4367261997,0.3677521579
51710006200,Urban,0.460862970091,0.113275009509,0.46046046046,0.768152561139,0.86641221374,0.688742196807,0.999386958428,0.441430499325,0.653,0.042471514092,0.979271735747,0.416649743555,0.269548869,0.3974700547,0.6091453156,0.2904222836,0.2854162786,0.3678447216
51161030204,Urban,0.445931513422,0.09775884423,0.542542542543,0.619154264292,0.765903307888,0.692369419651,0.933302447075,0.51632928475,0.584,0.037252382756,0.957229016941,0.4357421701,0.184812062,0.3970608718,0.5955326227,0.2883302685,0.2860638233,0.3678649444
51800065100,Urban,0.449786269664,0.101265822785,0.261261261261,0.842743252975,0.904580152672,0.654631740686,0.933302447075,0.427800269906,0.627,0.036306276394,0.606313581731,0.163557551359,0.152615863,0.3472199163,0.3922571728,0.2859870816,0.4676559311,0.3680684181
51510200703,Urban,0.405909637342,0.119947848761,0.718718718719,0.747492957457,0.770992366412,0.866878705285,0.933302447075,0.408906882591,0.765,0.103801859565,0.823017576948,0.375273688597,0.407922156,0.5007222529,0.7815368456,0.291397264,0.3260920014,0.3682908654
51107611018,Urban,0.466986595741,0.07955922865,0.497497497497,0.99384018068,0.882951653944,0.807024763505,0.933302447075,0.475438596491,0.485,0.047647337743,0.895466658421,0.29441159072,0.184308988,0.3465379782,0.6279834337,0.260986353,0.3324731436,0.3684707859
51059451502,Urban,0.466759579814,0.09644190097,0.610610610611,0.832049515702,0.806615776081,0.72513112327,0.933302447075,0.413495276653,0.642,0.087180591938,0.761208710725,0.319234108399,0.260237159,0.4131904131,0.6340055173,0.2741443771,0.4007423845,0.3685756003
51550021602,Urban,0.472495601566,0.135258166491,0.415415415415,0.796986481067,0.79262086514,0.718142420161,0.933302447075,0.459244264507,0.704,0.056216707217,0.936168628428,0.359645034455,0.251208241,0.4156043473,0.5346517671,0.3280742398,0.3156339454,0.3687131593
51600300400,Urban,0.514893405703,0.107786752827,0.5995995996,0.729118718292,0.721374045802,0.741239371114,0.933302447075,0.386234817814,0.663,0.063581234669,0.758655296112,0.427483889392,0.339154257,0.4499072995,0.6671568929,0.2708076953,0.4361741117,0.369172855
51193010400,Urban,0.188338088629,0.051003687014,0.512512512513,0.866166146856,0.905852417303,0.668135765706,0.942138730033,0.486234817814,0.603,0.016302567479,0.656550919171,0.364180336523,0.222498265,0.3199152829,0.5633649965,0.2599815902,0.2566651878,0.3696229586
